Size	BST/Insert	BST/Remove	BST/Search	DLL/Insert at the back	DLL/Insert at the front	DLL/Remove from the back	DLL/Remove from the front	DLL/Search	Hash Table/Insert	Hash Table/Remove	Hash Table/Search	SLL/Insert at the back	SLL/Insert at the front	SLL/Remove from the back	SLL/Remove from the front	SLL/Search	Vector/Insert at the back	Vector/Insert at the front	Vector/Remove from the back	Vector/Remove from the front	Vector/Search
34000	239	108	0	2	8	0	0	452639	31	1	0	441452	12	574545	0	359169	15	153174	0	108763	100906
34250	230	129	0	1	11	0	0	522521	19	1	0	441493	8	580989	0	362632	20	154559	0	113618	100918
34500	252	122	0	2	4	0	11	445069	13	3	0	449010	6	586169	0	365809	18	155365	0	111850	101245
34750	269	147	0	0	5	13	0	464910	17	0	0	451256	7	599373	0	367025	31	162371	0	113694	103456
35000	228	261	0	1	6	0	0	449600	16	1	0	457791	7	592937	0	368876	18	167899	0	113073	103600
35250	228	281	0	17	8	0	0	457538	20	1	0	459818	2	594817	0	372482	17	159939	0	115338	103797
35500	266	187	0	0	9	0	0	457911	13	1	0	446532	8	607456	0	377346	12	160444	0	133288	106077
35750	239	113	0	1	7	0	0	455811	20	0	0	470929	9	602782	0	400688	13	166185	0	141376	105843
36000	232	109	0	2	8	0	0	462443	8	0	0	467774	8	603399	0	394485	17	173409	0	116750	112260
36250	233	120	0	3	6	0	0	460445	12	1	0	476143	13	616952	0	387126	12	173824	0	117428	116024
36500	267	115	0	2	8	0	0	466342	11	2	0	481767	5	616126	0	388923	16	164420	0	118271	116475
36750	237	123	0	1	5	1	0	516428	23	1	0	485781	11	600763	0	394309	15	171909	0	131604	108611
37000	241	129	0	2	6	1	0	470093	11	1	0	490870	8	614616	0	396618	13	176684	0	121140	112224
37250	241	134	0	3	6	1	0	471899	16	1	0	495939	9	604221	0	399515	21	182416	0	122120	119052
37500	258	137	0	0	8	0	0	474276	16	1	0	484848	5	622513	0	401810	19	172615	0	128500	114457
37750	227	173	0	0	6	2	0	475686	9	2	0	503299	59	630605	0	407168	14	171992	0	129103	111955
38000	229	132	0	2	9	0	0	478037	16	5	0	508051	7	648551	0	409601	21	170796	0	124370	112771
38250	236	177	0	3	5	0	0	487269	20	0	0	512965	9	643073	0	410537	18	179700	0	124285	114408
38500	265	143	0	0	5	0	1	485708	11	1	0	516631	5	646497	0	412695	13	205530	0	125966	114875
38750	228	138	0	0	22	0	0	491815	20	1	0	522095	8	651033	0	420295	19	175319	0	127788	116203
39000	233	151	0	2	6	0	0	489403	14	0	0	522830	6	652677	0	420853	18	182053	0	127949	116010
39250	243	132	0	4	11	0	0	495495	36	2	0	529282	5	655959	0	427753	18	181347	0	128698	119409
39500	227	134	0	3	5	0	0	498219	18	14	0	532424	5	660903	0	428641	27	177310	0	134231	117624
39750	260	133	14	0	8	0	0	503527	19	1	0	536003	7	665776	0	430890	19	180816	0	135528	118744
40000	302	180	0	1	76	0	0	501638	15	1	0	541594	6	668086	0	434688	16	181925	0	132277	120071
40250	231	144	3	2	11	0	0	506524	30	2	0	543870	26	672131	0	438741	15	182839	0	139840	121465
40500	290	151	0	0	3	0	0	506144	18	0	0	546725	2	675937	0	440238	14	183358	1	136184	121263
40750	242	141	0	1	5	0	1	514307	13	0	0	549262	4	679569	2	442403	13	184883	0	136180	121906
41000	288	156	0	0	4	0	0	516123	19	1	0	544885	5	665865	0	481764	15	185579	0	137603	121579
41250	256	148	0	0	4	0	0	516817	37	2	0	559854	5	686910	0	527954	17	188526	0	142101	125612
41500	257	136	0	0	5	0	0	520460	19	4	0	565304	8	689459	0	474599	13	188687	0	142569	124619
41750	254	135	0	0	4	0	0	523983	13	2	0	550994	6	694432	2	488476	19	200052	0	140224	125657
42000	248	127	0	0	10	0	0	528476	18	1	0	569811	10	696281	18	482097	17	190937	0	141129	129101
42250	227	141	0	0	10	0	0	526308	5589	0	0	575566	9	694333	0	486687	26	263120	0	143495	127387
42500	231	148	0	0	6	0	0	600159	1	0	0	577548	3	700846	0	489713	23	200520	0	142817	127754
42750	235	128	0	0	5	0	0	534412	4	0	0	583892	6	707230	0	490832	17	192906	0	144543	130457
43000	234	137	0	0	7	0	0	541058	4	0	0	587952	6	705573	0	491870	18	237235	0	145771	132738
43250	252	134	0	3	4	0	0	540322	13	1	0	592514	5	713545	0	499147	16	197346	0	147511	130596
43500	276	134	0	29	6	0	0	571710	10	1	0	593866	6	712314	0	500547	14	197943	0	158221	130720
43750	254	160	0	1	10	0	0	607289	17	1	0	595139	8	699546	0	516481	15	207586	0	157846	130840
44000	269	146	0	1	7	0	0	625213	38	0	0	601876	7	714202	0	508770	15	200348	0	148370	135164
44250	262	170	0	3	9	0	0	630902	3	0	0	606321	6	725848	0	543759	18	201685	0	150342	133985
44500	286	129	0	1	4	0	0	614771	9	0	0	594886	8	723063	0	535419	13	200632	0	149074	131708
44750	261	136	0	4	2	0	0	620028	22	0	0	614473	9	729335	0	545510	25	205426	0	151677	133558
45000	236	139	0	0	4	0	0	614233	10	7	0	611360	6	733693	0	545485	12	210070	0	149440	157382
45250	250	136	0	1	7	0	0	619018	11	1	0	621972	5	740154	0	551546	17	207293	0	153107	161099
45500	248	169	0	1	4	0	0	617209	9	0	0	620854	6	737615	0	526007	19	205367	0	154647	143383
45750	282	144	0	0	8	0	0	615635	6	1	0	628968	1	740547	0	529273	13	206188	0	154977	136621
46000	263	150	0	2	6	0	0	608794	24	0	0	632212	6	744313	0	538342	17	216049	0	154899	136271
46250	236	163	0	0	1	0	0	602910	6	1	0	635120	8	747561	0	581536	17	208484	0	160097	138589
46500	234	140	0	0	6	0	3	596258	20	1	0	641569	3	751776	0	549160	12	211042	0	165285	137708
46750	248	189	0	0	4	0	0	600862	12	1	0	643530	5	757173	0	549262	28	217125	0	168342	147782
47000	283	132	0	4	9	0	0	594994	10	0	0	645533	3	761360	0	541514	15	213927	0	159235	151059
47250	265	136	0	2	3	0	0	594569	11	1	0	650698	5	764516	0	544620	9	217641	0	160887	153353
47500	280	152	0	0	2	0	0	611933	7	0	0	652978	7	771792	0	552912	36	214758	0	167521	146238
47750	254	143	0	2	3	0	0	639142	33	15	0	657257	7	770966	0	573043	9	216677	0	162220	143571
48000	268	176	0	1	1	0	0	579303	19	0	0	661522	4	773189	0	556204	9	233769	0	164575	143093
48250	452	163	0	0	3	0	0	564391	3	6	0	652633	6	780008	0	562076	14	223357	0	167402	144578
48500	246	153	0	1	3	0	17	571941	8	1	0	667476	10	779481	0	562817	6	222046	0	169506	144421
48750	270	206	0	0	6	0	0	580306	9	0	0	668614	5	787319	0	605042	9	221622	0	198119	144845
49000	272	148	0	0	19	0	0	576991	4	1	0	674531	5	792531	0	684109	12	223178	0	177347	144579
49250	279	166	0	1	2	0	0	580549	5	1	0	678055	9	795732	0	774900	11	223883	0	173325	150087
49500	252	205	0	0	6	0	0	590593	8	3	0	682451	4	794747	0	623152	16	228754	0	176401	149738
49750	252	157	0	0	8	0	0	584560	6	1	0	686509	8	801323	0	665396	7	225495	0	175159	148527
50000	242	163	0	0	4	0	0	593612	6	1	0	690435	3	805888	0	587240	17	230168	0	175087	148508
50250	302	170	0	0	5	0	0	593385	6	2	0	695420	11	809534	0	580168	29	241162	0	175563	150824
50500	246	148	0	3	2	0	0	598711	20	0	0	696160	4	813025	0	648739	7	231349	0	178015	160994
50750	271	157	0	4	5	0	0	597389	4	0	0	697198	26	817472	0	626063	8	231678	0	183173	150954
51000	241	134	0	1	2	0	0	602471	11	0	0	704131	15	820365	0	645781	7	247537	0	180900	155301
51250	240	141	0	0	8	0	0	602869	29	1	0	709054	4	827004	0	785925	9	236787	0	187057	152916
51500	244	140	0	2	6	0	0	606084	13	2	0	710705	8	829645	0	764175	7	254019	0	188979	162451
51750	226	156	0	0	3	0	0	609653	22	1	0	715381	4	829287	0	892199	7	251979	0	186819	157000
52000	294	191	0	0	4	0	0	613751	10	0	0	718405	8	834608	0	778230	16	240651	0	194023	155861
52250	286	160	0	0	7	0	0	620200	21	2	0	716194	8	837471	0	687529	6	239513	0	188319	155639
52500	266	129	0	1	0	0	0	619430	12	1	0	726117	3	843706	0	791104	9	274975	0	187814	158104
52750	251	144	0	0	4	0	0	617909	17	4	0	730580	7	847099	0	628897	6	247056	0	190476	158999
53000	292	160	0	3	7	0	0	629718	20	7	0	733484	10	850836	0	645598	9	242570	18	191283	161581
53250	312	185	0	0	6	0	0	623847	10	0	0	736119	3	850439	0	686287	10	259096	0	191886	161070
53500	276	160	0	0	5	0	0	642623	15	1	0	739849	6	854960	0	696742	10	250023	0	194023	159365
53750	284	151	0	1	6	0	0	632596	12	0	0	743413	7	867270	0	644394	8	244869	0	194125	160330
54000	300	167	0	0	5	0	0	631561	9	4	0	746775	4	863754	0	640902	7	247001	0	195381	174534
54250	278	169	0	1	4	0	0	657302	9	12	0	749916	10	870696	0	728477	9	248407	0	196128	162300
54500	256	146	0	0	5	0	0	643491	10	6	0	747263	10	871507	0	781339	13	251223	0	200102	163648
54750	261	165	0	0	3	0	0	641294	15	3	0	757364	9	878402	0	762684	9	250001	0	200942	167330
55000	254	161	0	0	4	0	0	647672	12	1	0	760146	6	882253	0	641630	6	251089	0	198921	167296
55250	288	186	2	0	7	0	0	652364	13	2	0	763574	12	886325	0	642711	6	251578	0	199671	187511
55500	296	169	0	0	11	0	0	648601	3	15	0	770698	7	895242	0	810037	9	254773	0	200329	166674
55750	283	165	0	1	6	0	0	654006	13	2	0	771684	3	900825	0	684621	6	255991	0	201949	167847
56000	283	196	0	0	6	0	0	664336	12	0	0	773349	5	909494	0	659875	8	279690	0	205313	167723
56250	282	178	0	0	7	0	0	658085	11	2	0	783632	8	909229	0	650317	11	256282	0	204198	170590
56500	289	167	0	0	12	0	0	659496	5	2	0	785031	10	909327	0	660363	18	264681	0	202455	167573
56750	281	158	0	1	6	0	0	673325	7	3	0	801200	6	912009	0	659633	11	258894	0	205877	169762
57000	273	165	0	0	4	0	0	663591	5	1	0	786742	5	915218	0	663615	14	263376	0	205788	171980
57250	275	157	0	0	3	0	0	667346	28	2	0	789821	6	919674	0	669668	13	261751	0	221172	172298
57500	276	150	0	2	6	0	0	671952	15	1	0	802638	11	923255	0	668427	7	268119	0	212241	175121
57750	318	163	0	0	8	0	0	673012	19	3	0	802705	3	927162	17	673238	12	264987	0	207685	174652
58000	291	172	0	1	4	0	0	681217	30	0	0	819453	4	930177	0	668946	44	264808	0	210448	175477
58250	261	146	0	0	6	0	0	683090	6	1	0	810840	6	932385	0	686168	8	269898	0	214910	179115
58500	269	175	0	0	5	0	0	680617	9	1	0	823620	5	932953	0	677464	14	273026	0	212216	181095
58750	259	172	2	13	5	0	0	686017	9	1	0	812043	4	943683	0	687233	16	269335	0	213480	177727
59000	301	173	0	0	6	0	1	688675	10	2	0	820862	6	947669	0	701113	13	271774	0	212472	176287
59250	283	169	0	0	8	0	0	688900	10	0	0	832084	4	946002	0	684755	34	286657	0	226674	178796
59500	271	181	0	0	6	0	3	693782	10	1	0	828170	5	955484	0	695670	26	281212	0	218619	176732
59750	297	192	0	0	18	0	0	696060	11	2	0	826877	5	952224	0	701003	7	273831	0	219278	184176
60000	274	174	0	0	6	0	0	706251	16	1	0	836299	15	958098	0	700749	6	274680	0	220209	186313
60250	211	165	0	0	5	0	0	718969	21	2	0	839013	4	962139	0	702880	22	297690	0	223375	180217
60500	211	170	0	0	7	0	0	707506	5	0	0	841801	4	969227	0	707979	17	278512	0	225687	183551
60750	224	173	0	0	4	0	0	710766	11	2	0	845200	5	971818	0	707799	10	297336	0	224265	182079
61000	209	175	0	0	6	0	0	713551	14	3	0	840943	7	974759	0	706297	7	283368	0	227267	183197
61250	224	176	0	0	4	0	0	713712	16	0	0	848998	10	978094	0	714813	9	280206	0	226724	190607
61500	211	215	0	0	41	0	0	715457	13	0	0	851614	8	982139	0	713079	7	283131	0	228407	184934
61750	224	195	0	1	3	0	0	719768	17	5	0	859661	4	991473	0	724469	6	285396	0	230878	189185
62000	219	178	0	2	5	0	0	724598	14	2	0	859856	4	988869	0	723834	17	285022	0	228932	188204
62250	213	204	0	3	10	0	0	729341	8	3	0	864161	7	992304	0	721006	7	286653	0	230233	186206
62500	200	217	0	3	6	0	0	726078	10	1	0	871315	6	995236	0	730201	8	288908	0	233322	191289
62750	230	190	0	0	5	0	0	733923	16	1	0	872920	6	999545	0	730804	8	318506	0	235143	189016
63000	252	146	0	0	9	0	0	731072	12	1	0	877207	9	1003366	0	740484	6	289423	0	235462	192711
63250	221	172	0	0	7	0	0	736877	10	1	0	876617	6	1004948	3	746054	9	290741	0	237737	190030
63500	268	170	2	0	3	0	0	742163	26	14	0	885243	6	1010997	0	742811	6	291997	0	241021	189045
63750	301	166	0	2	10	0	0	739109	7	3	0	888811	10	1014598	0	745743	9	295005	0	257492	192872
64000	216	166	0	0	5	0	0	748679	9	3	0	892110	7	1016036	0	753087	8	294709	0	259998	191727
64250	239	164	0	0	7	0	0	751307	14	1	0	895628	7	1020557	0	747771	9	297092	0	244585	191257
64500	220	179	0	0	6	0	0	745300	16	3	0	895367	9	1024338	0	753762	12	299191	0	246581	193896
64750	247	202	0	0	8	0	0	747661	9	4	0	897667	6	1028996	0	762156	7	304476	0	262335	194489
65000	233	181	0	0	6	0	0	755950	10	1	0	904933	7	1031477	0	757491	10	298112	0	246707	199371
65250	231	175	0	0	7	0	0	753788	6	6	0	911049	4	1037808	0	778013	6	311236	0	264298	196100
65500	233	169	0	0	9	0	0	758853	39	3	0	914186	8	1044734	0	760804	10	299745	0	255289	196574
65750	236	172	0	0	8	0	0	759910	62	0	17	916969	11	1049329	0	770529	3596	316765	0	256832	198632
66000	229	203	2	0	5	0	0	762337	9	2	0	919117	4	1051414	0	773992	13	301576	0	255295	198473
66250	235	159	0	0	5	0	0	765508	11	2	0	921006	7	1055663	0	772813	9	302474	0	266248	198181
66500	228	179	2	0	9	0	0	766955	6	3	0	930268	8	1060362	0	780730	7	311073	0	258144	199850
66750	223	179	0	0	10	0	0	769713	12	9	0	932295	9	1058584	0	794447	9	308373	0	264450	199382
67000	226	177	0	1	6	0	0	777968	9	3	0	932168	4	1060663	0	780159	8	339449	0	261539	202358
67250	236	208	0	1	8	0	0	778283	18	2	0	939156	8	1065282	0	791839	8	314206	0	262456	200993
67500	212	170	0	2	8	0	0	777887	23	3	0	942128	4	1068119	0	801388	6	309129	0	266064	210636
67750	221	198	0	0	6	0	0	785327	14	2	0	947546	29	1073565	0	790708	8	314970	0	274207	203512
68000	224	176	0	0	7	0	0	785930	12	3	0	947163	6	1073736	0	796588	10	311262	0	273686	203926
68250	237	178	0	0	6	0	0	788701	14	2	0	951788	6	1077740	0	809290	7	314046	0	275529	206291
68500	208	187	0	0	1	0	0	792660	23	1	0	957284	7	1082247	0	805450	32	315341	0	272409	208208
68750	226	200	0	0	11	0	0	795681	10	0	0	959691	8	1084688	0	808202	7	325046	0	285633	209081
69000	231	185	0	0	6	0	0	798668	22	2	0	966306	4	1088703	1	815693	8	318131	0	274655	208435
69250	223	180	0	0	3	0	0	797908	18	0	0	973091	15	1091579	0	812702	9	319720	0	281950	210222
69500	227	195	0	0	10	0	0	797929	33	4	0	975337	16	1096451	0	817452	14	319525	0	282563	207665
69750	252	190	0	0	13	0	0	803652	15	2	0	979715	9	1099588	0	824720	16	318207	0	279188	207845
70000	228	213	0	0	12	0	0	809837	15	2	0	981319	6	1104174	0	816122	17	328013	0	282070	213951
70250	224	190	0	0	5	0	0	811736	11	0	0	982601	10	1106325	0	830982	17	321507	0	282630	210679
70500	219	209	0	0	8	0	0	812253	13	19	0	986587	6	1111004	0	833947	9	329402	0	287453	220609
70750	241	261	0	0	7	0	0	815667	11	0	0	992850	13	1116941	0	831803	9	332460	0	288816	212359
71000	219	182	0	0	5	0	0	817242	10	1	0	994630	15	1117356	0	832590	11	326152	0	295334	216840
71250	232	190	0	0	20	0	2	817774	17	0	0	999855	8	1122836	0	841333	8	327953	0	293961	215768
71500	208	184	0	3	12	0	0	826075	14	0	0	1007952	9	1123719	0	844896	8	329902	0	290357	216208
71750	215	187	0	0	28	0	0	821704	9	5	0	1005640	8	1125532	0	848517	6	329122	0	295776	216432
72000	224	187	0	0	8	16	0	824607	10	1	0	1010183	9	1131751	0	848221	9	332553	0	298087	215698
72250	223	194	0	0	3	0	0	830989	14	1	0	1010068	4	1135664	0	851474	7	330482	0	296680	217394
72500	219	211	0	0	4	0	1	829146	18	2	0	1017691	11	1141262	0	848480	7	331326	0	299955	218060
72750	234	205	0	0	6	0	0	843638	17	0	0	1021045	15	1145334	0	865728	17	333121	0	305087	221807
73000	221	185	0	1	8	0	0	836963	9	1	0	1014346	102	1149196	0	862870	7	335715	0	302936	219319
73250	226	191	0	0	9	0	0	836716	13	1	0	1028551	7	1160167	12	873311	8	342246	0	306914	219069
73500	234	190	0	0	6	0	0	844894	12	2	0	1032879	4	1167536	0	872012	13	367061	0	302639	224871
73750	229	210	0	0	8	0	0	865724	16	1	0	1038119	11	1173293	0	870147	8	341175	0	309297	222570
74000	230	202	0	0	8	0	0	855496	17	4	0	1042046	10	1166385	0	873054	6	339112	1	320243	221984
74250	231	200	0	0	10	0	0	854694	9	2	0	1041306	6	1167586	0	874769	8	340915	0	321468	234351
74500	260	202	0	0	3	0	0	862337	19	1	0	1049024	8	1169961	0	875055	8	343345	0	309439	225818
74750	285	213	0	0	9	0	0	858819	12	0	0	1049845	6	1175970	0	895821	6	341949	0	312254	225162
75000	323	272	0	0	6	0	0	860200	10	0	0	1058863	4	1181709	0	885616	10	343401	0	312120	225094
75250	241	238	0	0	4	0	0	858730	20	2	0	1061412	8	1187895	0	890973	6	347332	0	316021	225821
75500	243	176	0	1	5	0	0	864904	6	4	0	1061158	24	1195047	0	899177	8	344456	0	316072	227682
75750	235	199	0	1	4	0	0	868336	37	1	0	1069326	4	1197623	0	897664	13	350487	0	318862	229126
76000	236	192	0	0	2	0	0	869185	14	1	0	1074091	5	1202186	0	899274	10	352213	0	328443	229112
76250	238	193	0	0	6	0	0	870713	9	2	0	1078078	10	1200316	0	901609	17	402361	0	322673	231878
76500	236	219	0	1	4	0	0	880102	11	8	0	1080773	10	1203794	0	906042	7	362103	0	322490	230439
76750	230	188	0	0	6	0	0	874041	14	541	0	1086050	10	1205194	0	909535	8	356986	0	322840	249665
77000	232	204	13	0	7	0	0	876695	11	1	0	1089209	5	1208286	0	918576	12	354351	0	324904	233157
77250	246	209	0	0	8	0	11	885543	16	2	0	1094526	7	1209628	0	917340	9	356375	0	328019	233106
77500	244	219	0	0	4	0	0	885554	19	0	0	1096950	5	1210255	0	916379	6	359715	0	330236	233773
77750	255	201	0	0	9	0	0	891549	17	3	0	1099818	11	1215674	0	927621	10	358558	0	330707	236432
78000	236	213	0	0	6	0	0	891408	17	2	0	1102858	7	1219587	0	926550	7	364945	0	332139	235269
78250	232	194	0	0	4	0	0	890069	19	2	0	1104006	4	1221851	0	943148	9	358983	0	333369	238121
78500	232	195	0	0	5	2	0	895185	17	1	0	1140183	8	1223181	0	938658	10	360283	0	334580	237291
