"9993023736", "The Armenian genocide (1st edition)", "N. O. Oganesi͡an", 13.81
"9991530169", "Underwater Bahamas (1st edition)", "Bob Friel", 22.35
"9992761008", "Fletorka e mesnates (1st edition)", "Dritëro Agolli", 17.64
"9991571914", "Divehi writing systems (1st edition)", "Naseema Mohamed", 12.48
"9992903880", "Busgaar togtnoson mongol (1st edition)", "Ėrin M. Tulgat", 112.52
"9993357006", "Nepalese culture, society, and tourism (1ste ed.)", "Diwas Dhakal", 33.93
"0001034359",       "Tales of Hans Christian Andersen ;
                     read by Michael Redgrave. (1st edition)", "Hans Christian Andersen", 99.92
